step,oirf,stdoirf,irfname,response,impulse,ub95,ub68,lb95,lb68
17,.0329405531749382,.082919095415144,irfs_monetary,FFR,FFR,.19546197,.11544506,-.12958087,-.049563948
17,.0032957730308628,.0015785789020378,irfs_monetary,GDPDef_log,FFR,.0063897879,.0048664589,.00020175838,.0017250871
17,-.0052634053681122,.0012415293003304,irfs_monetary,GDP_log,FFR,-.002830008,-.0040280838,-.0076968027,-.006498727
17,-.0103465212411139,.0039149667685337,irfs_monetary,Investment_log,FFR,-.0026731864,-.0064511294,-.018019857,-.014241913
17,-.0040879383497942,.001274557923901,irfs_monetary,RD_BEA_log,FFR,-.0015898048,-.0028197533,-.006586072,-.0053561237
17,-.0024197141748869,.0006840659350717,irfs_monetary,TFP_Util_log,FFR,-.0010789449,-.0017390685,-.0037604833,-.0031003598
18,-.0055917394001046,.0013353580793619,irfs_monetary,Consumption_log,FFR,-.0029744375,-.0042630583,-.0082090413,-.0069204206
18,.0439034110139704,.079985584380876,irfs_monetary,FFR,FFR,.20067516,.12348907,-.11286833,-.035682246
18,.0032364216648289,.0016274783393229,irfs_monetary,GDPDef_log,FFR,.0064262794,.0048557627,.000046564121,.0016170808
18,-.0049774803881533,.0012211320364158,irfs_monetary,GDP_log,FFR,-.0025840616,-.003762454,-.007370899,-.0061925068
18,-.0088454785317316,.0037647858991752,irfs_monetary,Investment_log,FFR,-.0014664981,-.0050995164,-.016224459,-.01259144
18,-.0038594149985117,.0012332352916218,irfs_monetary,RD_BEA_log,FFR,-.0014422738,-.0026323458,-.0062765563,-.0050864839
18,-.0025212080589318,.0006998150427485,irfs_monetary,TFP_Util_log,FFR,-.0011495706,-.0018248921,-.0038928455,-.0032175239
19,-.00541251082999,.0013322136684536,irfs_monetary,Consumption_log,FFR,-.002801372,-.0040869582,-.0080236495,-.0067380634
19,.055832641593552,.0768379568362789,irfs_monetary,FFR,FFR,.20643504,.13228641,-.094769754,-.020621125
19,.0031732088399489,.0016717291693249,irfs_monetary,GDPDef_log,FFR,.0064497981,.0048365793,-.00010338033,.0015098383
19,-.0047020104727034,.0012010501183463,irfs_monetary,GDP_log,FFR,-.0023479522,-.0035069657,-.0070560686,-.0058970554
19,-.0074965635231784,.0036398466024004,irfs_monetary,Investment_log,FFR,-.00036246417,-.0038749161,-.014630663,-.011118211
19,-.0035993107254788,.0011924165507579,irfs_monetary,RD_BEA_log,FFR,-.0012621743,-.0024128563,-.0059364471,-.004785765
19,-.0026042817182261,.0007150662618873,irfs_monetary,TFP_Util_log,FFR,-.0012027519,-.0018927908,-.0040058116,-.0033157726
20,-.005235894039301,.001328826735189,irfs_monetary,Consumption_log,FFR,-.0026313937,-.0039137113,-.007840394,-.0065580765
20,.0679623125266068,.0736433098266589,irfs_monetary,FFR,FFR,.21230321,.14123741,-.076378576,-.0053127808
20,.0031076728669078,.0017115012697762,irfs_monetary,GDPDef_log,FFR,.0064622154,.0048106168,-.00024686963,.0014047291
20,-.004442418495327,.0011819958858602,irfs_monetary,GDP_log,FFR,-.0021257065,-.0032663327,-.0067591304,-.0056185042
20,-.0063142829675502,.0035361132500607,irfs_monetary,Investment_log,FFR,.00061649899,-.0027958504,-.013245065,-.0098327156
20,-.0033181930977673,.0011528654871139,irfs_monetary,RD_BEA_log,FFR,-.0010585767,-.002171092,-.0055778096,-.0044652941
20,-.0026695511098822,.0007295637416957,irfs_monetary,TFP_Util_log,FFR,-.0012396062,-.0019436352,-.0040994962,-.0033954671
21,-.0050651069773936,.0013254810170256,irfs_monetary,Consumption_log,FFR,-.0024671641,-.0037462534,-.0076630497,-.0063839606
21,.0796690541142103,.0705453199626254,irfs_monetary,FFR,FFR,.21793789,.14986165,-.058599774,.0094764605
21,.0030408826132361,.0017470081165475,irfs_monetary,GDPDef_log,FFR,.0064650187,.0047791558,-.0003832533,.0013026096
21,-.0042024036463292,.0011642911269253,irfs_monetary,GDP_log,FFR,-.0019203931,-.003043934,-.0064844145,-.0053608734
21,-.0053041324447185,.0034476043425921,irfs_monetary,Investment_log,FFR,.0014531721,-.0018737661,-.012061437,-.0087344991
21,-.0030255397071554,.001115438428064,irfs_monetary,RD_BEA_log,FFR,-.00083928037,-.0019156785,-.0052117989,-.004135401
21,-.0027180291375643,.0007431661183509,irfs_monetary,TFP_Util_log,FFR,-.0012614236,-.0019785787,-.0041746348,-.0034574794
22,-.0049024250037559,.0013222585700679,irfs_monetary,Consumption_log,FFR,-.0023107983,-.0035867777,-.0074940519,-.0062180725
22,.090467029349881,.0676547884595216,irfs_monetary,FFR,FFR,.22307041,.15778354,-.042136356,.023150515
22,.0029735065441381,.0017784965373735,irfs_monetary,GDPDef_log,FFR,.0064593595,.0047431104,-.00051234668,.0012039025
22,-.0039841583614211,.0011479726938379,irfs_monetary,GDP_log,FFR,-.0017341318,-.0028419255,-.0062341848,-.0051263911
22,-.004464202451821,.0033680367361503,irfs_monetary,Investment_log,FFR,.0021371495,-.0011130059,-.011065555,-.0078153992
22,-.0027296034263066,.0010809813977662,irfs_monetary,RD_BEA_log,FFR,-.00061087991,-.0016540269,-.004848327,-.0038051798
22,-.0027510155272948,.0007558078268371,irfs_monetary,TFP_Util_log,FFR,-.0012696321,-.0019989868,-.0042323987,-.0035030444
23,-.00474929564961,.0013191068715336,irfs_monetary,Consumption_log,FFR,-.0021638463,-.0034367843,-.007334745,-.0060618068
23,.0999988008940064,.0650456053306522,irfs_monetary,FFR,FFR,.22748819,.16471918,-.027490586,.035278425
23,.0029058824876234,.0018062367865255,irfs_monetary,GDPDef_log,FFR,.0064461064,.0047030882,-.00063434162,.0011086769
23,-.0037885971956695,.0011329038382619,irfs_monetary,GDP_log,FFR,-.0015681057,-.0026613579,-.0060090888,-.0049158367
23,-.0037867368515156,.0032920200422631,irfs_monetary,Investment_log,FFR,.0026656224,-.00051117688,-.010239096,-.0070622968
23,-.0024373497740036,.001050229355033,irfs_monetary,RD_BEA_log,FFR,-.00037890024,-.0013923716,-.0044957995,-.003482328
23,-.002769998008018,.000767466212651,irfs_monetary,TFP_Util_log,FFR,-.0012657642,-.0020063692,-.0042742318,-.0035336269
24,-.0046064606026465,.0013159014685261,irfs_monetary,Consumption_log,FFR,-.0020272937,-.0032971387,-.0071856277,-.0059157824
24,.1080232556785429,.0627550918480402,irfs_monetary,FFR,FFR,.23102324,.17046458,-.014976724,.045581941
24,.0028380853838481,.0018305135864918,irfs_monetary,GDPDef_log,FFR,.006425892,.0046594464,-.00074972125,.0010167244
24,-.0036155867661805,.001118872325375,irfs_monetary,GDP_log,FFR,-.001422597,-.0025023087,-.0058085765,-.0047288649
24,-.0032595953517567,.0032156843946873,irfs_monetary,Investment_log,FFR,.0030431461,-.000059989379,-.0095623368,-.0064592012
24,-.0021544542500088,.0010237270387765,irfs_monetary,RD_BEA_log,FFR,-.00014794925,-.0011358459,-.0041609593,-.0031730626
24,-.0027765662032924,.0007781369347212,irfs_monetary,TFP_Util_log,FFR,-.0012514178,-.00200232,-.0043017147,-.0035508124
25,-.0044740789578752,.0013124969779338,irfs_monetary,Consumption_log,FFR,-.0019015849,-.0031681445,-.0070465729,-.0057800133
25,.1144016240112628,.0607877623697777,irfs_monetary,FFR,FFR,.23354563,.17488545,-.00474239,.053917799
25,.0027699909043578,.0018516183743305,irfs_monetary,GDPDef_log,FFR,.006399163,.0046123513,-.00085918111,.00092763064
25,-.00346416803658,.0011056645316157,irfs_monetary,GDP_log,FFR,-.0012970655,-.0023640317,-.0056312704,-.0045643044
25,-.0028675850309446,.0031368283120849,irfs_monetary,Investment_log,FFR,.0032805984,.00025355915,-.0090157688,-.0059887292
25,-.0018853477264585,.0010017845861317,irfs_monetary,RD_BEA_log,FFR,.000078150064,-.00088857207,-.0038488456,-.0028821235
25,-.002772338876306,.0007878180109649,irfs_monetary,TFP_Util_log,FFR,-.0012282155,-.0019884598,-.0043164622,-.0035562178
26,-.0043518469254997,.0013087630993847,irfs_monetary,Consumption_log,FFR,-.0017866712,-.0030496276,-.0069170226,-.0056540663
26,.1190824928401307,.0591215778037922,irfs_monetary,FFR,FFR,.23496078,.17790847,.0032042004,.060256522
26,.0027013334045328,.0018698427197884,irfs_monetary,GDPDef_log,FFR,.006366225,.0045618271,-.00096355833,.00084083987
26,-.0033327642526405,.0010931124390755,irfs_monetary,GDP_log,FFR,-.0011902639,-.0022451174,-.0054752645,-.0044204113
26,-.0025936378244677,.003054756018799,irfs_monetary,Investment_log,FFR,.003393684,.0004458444,-.0085809594,-.00563312
26,-.001633298594711,.0009844735306453,irfs_monetary,RD_BEA_log,FFR,.00029626951,-.00065374741,-.0035628667,-.0026128497
26,-.0027589045432964,.0007965015676111,irfs_monetary,TFP_Util_log,FFR,-.0011977615,-.0019663854,-.0043200478,-.0035514235
27,-.0042391102818754,.0013046055101904,irfs_monetary,Consumption_log,FFR,-.0016820835,-.0029410277,-.006796137,-.0055371928
27,.1220865698682286,.05771571845787,irfs_monetary,FFR,FFR,.23520938,.17951371,.0089637619,.064659432
27,.0026317571910627,.001885472755305,irfs_monetary,GDPDef_log,FFR,.0063272836,.0045078024,-.0010637695,.00075571181
27,-.0032193697120075,.0010811157854604,irfs_monetary,GDP_log,FFR,-.0011003828,-.0021436594,-.0053383568,-.00429508
27,-.0024198212343134,.0029699626409512,irfs_monetary,Investment_log,FFR,.0034013055,.00053529162,-.0082409484,-.0053749341
27,-.0014005212710054,.0009716600712338,irfs_monetary,RD_BEA_log,FFR,.00050393248,-.00043371951,-.0033049751,-.002367323
27,-.0027377749715609,.0008041716169646,irfs_monetary,TFP_Util_log,FFR,-.0011615986,-.0019376242,-.0043139514,-.0035379257
28,-.0041349668625911,.0012999736294079,irfs_monetary,Consumption_log,FFR,-.0015870186,-.0028414931,-.0066829151,-.0054284404
28,.1234918128772007,.0565188482899329,irfs_monetary,FFR,FFR,.23426875,.17972806,.01271487,.067255557
28,.0025608605385987,.0018987844474617,irfs_monetary,GDPDef_log,FFR,.0062824781,.0044501512,-.001160757,.00067157001
28,-.0031217162265972,.001069644282049,irfs_monetary,GDP_log,FFR,-.0010252134,-.0020574201,-.005218219,-.0041860123
28,-.0023281782571847,.0028837748826055,irfs_monetary,Investment_log,FFR,.0033240204,.00054117775,-.0079803774,-.0051975343
28,-.0011883017715597,.0009630643646872,irfs_monetary,RD_BEA_log,FFR,.00069930439,-.00023005273,-.0030759079,-.0021465509
28,-.0027103506983512,.0008108058817182,irfs_monetary,TFP_Util_log,FFR,-.0011211712,-.0019035989,-.0042995303,-.0035171025
29,-.0040383573066805,.0012948583060706,irfs_monetary,Consumption_log,FFR,-.0015004351,-.0027499732,-.0065762796,-.0053267414
29,.1234194020461638,.0554768752561392,irfs_monetary,FFR,FFR,.23215407,.17861889,.014684726,.068219908
29,.0024882322724019,.0019100396006804,irfs_monetary,GDPDef_log,FFR,.0062319101,.0043887217,-.0012554453,.00058774289
29,-.0030374155920997,.0010587255005184,irfs_monetary,GDP_log,FFR,-.00096231361,-.0019839837,-.0051125176,-.0040908474
29,-.0023013996547782,.0027980030576119,irfs_monetary,Investment_log,FFR,.0031826864,.0004826134,-.0077854856,-.0050854129
29,-.0009971322970172,.0009583296039256,irfs_monetary,RD_BEA_log,FFR,.00088119373,-.00004359434,-.0028754582,-.0019506703
29,-.002677897435467,.000816379739878,irfs_monetary,TFP_Util_log,FFR,-.0010777932,-.0018655995,-.0042780018,-.0034901954
30,-.0039481430549319,.0012892827866366,irfs_monetary,Consumption_log,FFR,-.0014211488,-.0026653067,-.0064751375,-.0052309795
30,.1220209061407767,.0545393880784577,irfs_monetary,FFR,FFR,.22891811,.17628759,.015123705,.067754216
30,.0024134810465917,.0019194825696368,irfs_monetary,GDPDef_log,FFR,.006175667,.0043233661,-.0013487048,.00050359592
30,-.0029640776054788,.0010484237559116,irfs_monetary,GDP_log,FFR,-.00090916705,-.001920896,-.0050189882,-.0040072594
30,-.002323337272995,.0027146252121774,irfs_monetary,Investment_log,FFR,.0029973281,.00037771481,-.0076440028,-.0050243894
30,-.0008268480476619,.0009570844629723,irfs_monetary,RD_BEA_log,FFR,.0010490376,.000125451,-.0027027335,-.0017791471
30,-.0026415320493357,.0008208706976251,irfs_monetary,TFP_Util_log,FFR,-.0010326254,-.0018247657,-.0042504384,-.0034582983
31,-.0038631712770809,.0012832901562948,irfs_monetary,Consumption_log,FFR,-.0013479226,-.0025862975,-.0063784202,-.0051400452
31,.1194668789581096,.053664242757274,irfs_monetary,FFR,FFR,.22464879,.1728628,.014284963,.066070959
31,.0023362576928963,.0019273377277941,irfs_monetary,GDPDef_log,FFR,.0061138398,.0042539588,-.0014413242,.00041855665
31,-.0028994041690351,.0010388148081146,irfs_monetary,GDP_log,FFR,-.00086332712,-.0018657835,-.0049354811,-.0039330251
31,-.0023793712586578,.0026355086565294,irfs_monetary,Investment_log,FFR,.0027862256,.00024295985,-.0075449683,-.0050017023
31,-.0006767607666606,.0009589867849785,irfs_monetary,RD_BEA_log,FFR,.0012028533,.00027743107,-.0025563748,-.0016309526
